Site,Date,Time,Species,group,Height,Distance,Compass,UTM_X,UTM_Y,Lat,Long,Accuracy,Elevation,Trail_Marker,Transect,Habitat,nose,Behavior,Cue
1MGB,27-03-11,07:35,Eulemur albifrons,2,4,na,10,339063,8307397,-15.304877,49.501019,40,582,0,Z,Edge,RF,Alarm call,Call
1MGB,28-03-11,06:47,Indri indri,4 to 5,20,>100,70,339443,8306173,-15.315963,49.504479,8,582,425,G,Ridge,RF,Social call,Call
1MGB,28-03-11,06:49,Indri indri,4 to 5,20,>100,70,339443,8306173,-15.315963,49.504479,8,582,425,G,Ridge,RF,Social call,Call
1MGB,20-04-11,08:57,Indri indri,2,12,15,340,338288,8306416,-15.313695,49.493739,6,599,1025,M,Ridge,RF,Jumping,See
1MGB,28-03-11,07:05,Varecia variegata,3 to 5,10,>100,90,339490,8306098,-15.316644,49.504911,9,610,525,G,Ridge,RF,Social call,Call
2AJB,13-11-10,11:42,Avahi laniger,3,3,5,20,352523,8319655,-15.194889,49.627079,5,538,1850,R,Ridge,RF,Sleep,
2AJB,15-11-10,18:46,Eulemur albifrons,5,10,15,20,352541,8319630,-15.195116,49.627245,5,531,1825,R,Ridge,RF,Stop,
2AJB,15-11-10,18:31,Microcebus rufus*,1,3,4,260,352460,8319691,-15.194561,49.626495,5,560,1950,R,Ridge,RF,Stop,
3AJB,12-09-11,19:30,Avahi laniger,1,5,7,320,351808,8319857,-15.193023,49.620436,4,563,1100,A,Ridge,RF,Stop,
3AJB,12-09-11,19:53,Avahi laniger,1,4,7,260,351783,8319453,-15.196673,49.620179,4,507,675,A,Ridge,RF,Stop,
3AJB,22-09-11,18:48,Avahi laniger,1,10,7,340,352480,8319684,-15.194625,49.62668,5,465,1925,R,Ridge,RF,Stop,
3AJB,29-09-11,19:15,Avahi laniger,2,10,7,260,351560,8320661,-15.185742,49.618175,4,573,1325,C,Ridge,RF,Stop,
3AJB,01-10-11,20:37,Avahi laniger,2,8,7,200,351553,8319287,-15.19816,49.618029,5,411,1350,A,Ridge,RF,Stop,
3AJB,03-10-11,18:36,Avahi laniger,1,4,7,80,352353,8319266,-15.198396,49.625474,5,512,1500,R,Ridge,RF,Stop,
3AJB,03-10-11,18:59,Avahi laniger,1,5,7,140,352458,8319393,-15.197254,49.626459,5,541,1305,R,Ridge,RF,Stop,
3AJB,05-10-11,18:26,Avahi laniger,1,5,7,140,351396,8319232,-15.198649,49.616564,6,401,150,A,Ridge,RF,Stop,
3AJB,18-10-11,19:36,Avahi laniger,1,5,7,120,351803,8319591,-15.195427,49.620374,3,504,775,A,Ridge,RF,Stop,
3AJB,18-10-11,19:48,Avahi laniger,2,5,7,240,351744,8319386,-15.197276,49.619813,3,492,350,A,Ridge,RF,Stop,
3AJB,18-10-11,19:53,Avahi laniger,1,6,7,280,351669,8319328,-15.197796,49.619111,5,474,500,A,Ridge,RF,Stop,
3AJB,20-10-11,18:20,Avahi laniger,1,5,7,120,351794,8320940,-15.183234,49.620369,6,718,1875,C,Ridge,RF,Jumping,
3AJB,21-10-11,19:12,Avahi laniger,1,6,7,260,352298,8318956,-15.201195,49.624944,4,556,975,R,Ridge,RF,Stop,
3AJB,29-09-11,18:53,Eulemur albifrons,6,10,7,260,351782,8320806,-15.184444,49.62025,4,654,1650,C,Ridge,RF,Stop,
3AJB,05-09-11,20:10,Microcebus rufus*,1,6,7,140,352362,8319037,-15.200466,49.625544,5,543,1050,R,Ridge,RF,Stop,
3AJB,05-09-11,20:11,Microcebus rufus*,1,4,7,140,352362,8319037,-15.200466,49.625544,5,543,1050,R,Ridge,RF,Stop,
3AJB,22-09-11,19:35,Microcebus rufus*,1,9,7,160,352365,8319047,-15.200376,49.625573,3,558,1550,R,Ridge,RF,Jumping,
3AJB,22-09-11,19:53,Microcebus rufus*,1,4,7,260,352312,8318959,-15.201168,49.625074,5,543,975,R,Ridge,RF,Jumping,
3AJB,26-09-11,19:40,Microcebus rufus*,1,9,7,240,352346,8319261,-15.198441,49.625408,4,521,1300,R,Ridge,RF,Jumping,
3AJB,30-09-11,19:32,Microcebus rufus*,1,2,7,240,351117,8329382,-15.197277,49.613976,5,481,725,C,Ridge,RF,Jumping,
3AJB,04-10-11,18:20,Microcebus rufus*,1,3,7,300,352564,8319564,-15.195714,49.627455,5,515,1175,R,Ridge,RF,Stop and Jumping ,
3AJB,19-10-11,19:16,Microcebus rufus*,1,2,7,260,351795,8319797,-15.193565,49.620311,4,447,1050,A,Ridge,RF,Jumping,
4AJB,07-08-12,20:29,Avahi laniger,1,6,7,340,351489,8319296,-15.198075,49.617434,5,324,275,A,Ridge,RF,Stop ,See
4AJB,24-09-12,19:17,Avahi laniger,1,6,7,220,351891,8319858,-15.193019,49.621208,4,558,1200,A,Ridge,RF,Stop,see
4AJB,02-10-12,18:21,Avahi laniger,1,6,7,340,352489,8319680,-15.194662,49.626764,4,550,2075,R,Ridge,RF,Stop,See
4AJB,05-10-12,08:41,Eulemur albifrons,2,6,7,220,352570,8319574,-15.195624,49.627512,4,459,1925,R,Ridge,RF,Feeding,see
4AJB,03-10-12,19:03,Microcebus rufus,1,g,7,80,352339,8319227,-15.198747,49.625341,3,516,1150,R,Ridge,RF,Jumping,See
SOA,26-04-11,18:55,Avahi laniger,2,5,7,280,334174,8346590,-14.950348,49.458057,4,1115,775,D,Ridge,RF,Stop,Seen
SOA,26-04-11,19:35,Avahi laniger,1,6,7,220,334142,8346338,-14.952623,49.457744,4,1134,1200,D,Ridge,RF,Jumping,Seen
SOA,03-05-11,20:50,Avahi laniger,1,7,7,320,333650,8346045,-14.955241,49.453151,3,1074,2000,D,Ridge,RF,Stop,Seen
SOA,08-05-11,20:10,Avahi laniger,2,3,7,140,334146,8346340,-14.952606,49.457781,4,1145,1175,D,Ridge,RF,Stop,Seen
SOA,18-04-11,09:08,Eulemur albifrons,6,10,12,300,334056,8346221,-14.953675,49.456937,4,1106,1350,D,Ridge,RF,Stop,Seen
SOA,26-04-11,08:50,Eulemur albifrons,9,12,6,120,333950,8347076,-14.945941,49.456007,4,1098,75,D,Ridge,RF,Jumping,Seen
SOA,29-04-11,09:52,Eulemur albifrons,14,12,6,280,334046,8347045,-14.946227,49.456897,3,1126,200,D,Ridge,RF,Jumping,Seen
SOA,19-04-11,18:55,Microcebus rufus*,1,2,7,220,333876,8345960,-14.956023,49.455246,4,1102,1750,D,Ridge,RF,Jumping,Seen
SOA,19-04-11,19:02,Microcebus rufus*,1,2,3,20,333928,8346024,-14.955448,49.455734,4,1109,1625,D,Ridge,RF,Jumping,Seen
SOA,26-04-11,19:35,Microcebus rufus*,1,3,5,200,334142,8346338,-14.952623,49.457744,4,1134,1200,D,Ridge,RF,Jumping,Seen
SOA,28-03-11,08:10,Varecia variegata,2,15,12,80,333198,8347048,-14.946147,49.449014,4,1076,75,C,Ridge,RF,Stop,Seen
SOA,19-04-11,08:45,Varecia variegata,2,18,10,60,334048,8347050,-14.946182,49.456916,4,1121,200,D,Ridge,RF,Jumping,Seen
SOA,19-04-11,19:35,Varecia variegata,1,10,12,40,334033,8346218,-14.953701,49.456723,5,1117,1350,D,Ridge,RF,Stop,Seen
SOA,29-04-11,09:52,Varecia variegata,2,9,14,20,334046,8347045,-14.946227,49.456897,3,1126,200,D,Ridge,RF,Stop,Seen
SOA,03-05-11,19:35,Varecia variegata,1,15,6,260,334164,8346660,-14.949715,49.457969,4,1160,750,D,Ridge,RF,Stop,Seen
SOA,04-05-11,09:34,Varecia variegata,4,20,8,140,334151,8346767,-14.948747,49.457855,4,1128,575,D,Ridge,RF,Stop,Seen
SOA,08-05-11,18:56,Varecia variegata,2,14,6,200,334143,8346771,-14.94871,49.457781,5,1131,575,D,Ridge,RF,Stop,Seen
1MGB,20-04-11,19:07,Avahi laniger,1,7,6,180,338066,8306410,-15.313735,49.491671,8,608,1275,M,slope,RF,Stop,See
1MGB,22-04-11,18:20,Avahi laniger,1,8,8,280,339342,8308437,-15.295495,49.503683,6,688,1675,Z,Slope,RF,Stop,See
1MGB,17-05-11,na,Eulemur albifrons,4,6,8,300,339329,8308243,-15.297248,49.50355,7,788,1425,Z,slope,RF,Jumping,See
1MGB,11-05-11,08:37,Indri indri,na,na,400,80,339389,8308087,-15.298661,49.504099,7,809,1225,Z,slope,RF,Calling,Hear
1MGB,12-04-11,18:23,Microcebus rufus*,1,0.5,1,180,337594,8306409,-15.313714,49.487275,11,780,1825,M,slope,RF,Stop,See
1MGB,26-04-11,18:39,Microcebus rufus*,1,5,15,20,338235,8306431,-15.313556,49.493246,6,635,1075,M,Slope,RF,Stop,See
1MGB,26-04-11,19:21,Microcebus rufus*,1,5,4,180,338351,8306432,-15.313554,49.494326,4,626,950,M,Slope,RF,Stop,See
2AJB,15-11-10,19:29,Avahi laniger,1,11,8,280,352521,8319427,-15.19695,49.627047,5,520,1550,R,Slope,RF,Stop,
2AJB,15-11-10,18:57,Cheirogaleus major,1,4,5,160,352551,8319602,-15.19537,49.627336,6,521,1800,R,slope,RF,Stop,
2MGB,28-06-12,18:23,Avahi laniger,1,6,10,80,337816,8306329,-15.314451,49.489338,4,663,1575,M,Slope,RF,Stop,See
3AJB,05-09-11,19:10,Avahi laniger,1,2,7,200,352493,8319677,-15.194689,49.626801,4,538,1900,R,Slope,RF,Stop,
3AJB,05-09-11,19:50,Avahi laniger,2,5,7,240,352382,8319313,-15.197973,49.625746,5,508,1400,R,Slope,RF,Stop,
3AJB,12-09-11,18:54,Avahi laniger,1,6,7,160,352090,8320433,-15.187833,49.623094,4,591,1775,A,Slope,RF,Stop,
3AJB,23-09-11,18:57,Avahi laniger,1,6,7,80,351459,8319278,-15.198236,49.617154,4,354,1275,R,Slope,Rf,Stop,
3AJB,23-09-11,19:19,Avahi laniger,1,10,7,40,351641,8319297,-15.198075,49.618849,3,479,1475,R,Slope,RF,Stop ,
3AJB,29-09-11,20:02,Avahi laniger,1,14,7,160,351289,8320128,-15.190544,49.615621,6,506,325,C,Slope,RF,Stop ,
3AJB,07-10-11,18:51,Avahi laniger,1,6,7,280,351655,8320718,-15.185232,49.619062,5,604,1475,C,Slope,RF,Stop,
3AJB,12-09-11,18:47,Eulemur albifrons,1,10,7,280,352072,8320385,-15.188266,49.622924,4,594,1725,A,Slope,RF,Stop,
3AJB,29-09-11,18:44,Eulemur albifrons,4,13,7,240,351740,8320866,-15.183899,49.619862,6,643,1725,C,Slope,RF,Stop,
3AJB,30-09-11,18:46,Eulemur albifrons,4,11,7,200,351711,8320774,-15.184729,49.619587,5,621,1625,C,Slope,RF,Stop  ,
3AJB,02-09-11,18:04,Microcebus rufus*,2,5,7,160,351779,8320830,-15.184227,49.620223,4,583,1700,C,Slope,RF,Stop,
3AJB,05-09-11,19:50,Microcebus rufus*,1,2.5,7,240,352382,8319313,-15.197973,49.625746,5,507,1400,R,Slope,RF,Stop and Jumping ,
4AJB,06-08-12,18:41,Avahi laniger,1,5,7,160,351772,8320747,-15.184977,49.620153,5,560,1600,C,Slope,RF,Jumping,See
4AJB,02-10-12,19:21,Avahi laniger,1,8,7,110,351118,8320380,-15.188256,49.614045,4,452,725,C,Slope,RF,Stop,See
4AJB,02-10-12,18:34,Microcebus rufus,1,8,7,160,352570,8319573,-15.195633,49.627512,4,524,1900,R,Slope,RF,Jumping,See
SOA,01-04-11,19:33,Avahi laniger,1,8,7,60,333084,8345424,-14.960817,49.447849,5,994,1150,B,Slope,RF,Stop,Seen
SOA,04-04-11,18:50,Avahi laniger,2,6,7,340,333225,8345194,-14.962905,49.449145,4,971,725,B,Slope,RF,Stop,Seen
SOA,15-04-11,19:12,Avahi laniger,1,10,7,320,333228,8345165,-14.963167,49.449171,5,1059,725,B,Slope,RF,Stop,Seen
SOA,18-04-11,18:32,Avahi laniger,1,4,7,80,333753,8346036,-14.955328,49.454108,4,1072,1875,D,Slope,RF,Jumping,Seen
SOA,18-04-11,18:45,Avahi laniger,2,4,7,40,333824,8345989,-14.955758,49.454765,4,1099,1725,D,Slope,RF,Jumping,Seen
SOA,19-04-11,20:14,Avahi laniger,1,8,7,40,334179,8346622,-14.950059,49.458106,4,1140,725,D,Slope,RF,Stop,Seen
SOA,26-04-11,19:25,Avahi laniger,2,6,7,140,334163,8346387,-14.952182,49.457942,4,1145,1100,D,Slope,RF,Stop,Seen
SOA,26-04-11,20:40,Avahi laniger,2,4,7,340,333754,8346033,-14.955356,49.454117,4,1084,1875,D,Slope,RF,Stop,Seen
SOA,03-05-11,20:45,Avahi laniger,1,10,7,260,333722,8346034,-14.955344,49.45382,4,1072,1925,D,Slope,RF,Stop,Seen
SOA,08-05-11,19:44,Avahi laniger,2,6,7,240,334249,8346461,-14.951518,49.458746,4,1146,1000,D,Slope,RF,Stop,Seen
SOA,01-04-11,09:05,Eulemur albifrons,8,11,7,220,333066,8345394,-14.961087,49.44768,4,997,1000,B,Slope,RF,Jumping,Seen
SOA,01-04-11,20:12,Eulemur albifrons,4,12,7,240,332968,8345866,-14.956815,49.446799,3,1017,1525,B,Slope,RF,Stop,Seen
SOA,01-04-11,20:28,Eulemur albifrons,8,18,7,60,333128,8345941,-14.956148,49.448292,4,990,1800,B,Slope,RF,Stop,Seen
SOA,04-04-11,19:08,Eulemur albifrons,2,14,7,120,333149,8345321,-14.961752,49.448446,4,971,925,B,Slope,RF,Stop,Seen
SOA,07-04-11,09:05,Eulemur albifrons,9,10,7,340,333226,8345207,-14.962788,49.449155,4,989,725,B,Slope,RF,Jumping,Seen
SOA,11-04-11,18:28,Eulemur albifrons,2,20,7,320,334174,8348049,-14.937161,49.458152,5,1214,1925,C,Slope,RF,Stop,Seen
SOA,14-04-11,18:37,Eulemur albifrons,10,12,7,340,334183,8348075,-14.936927,49.458237,4,1206,1950,C,Slope,RF,Stop,Seen
SOA,26-04-11,19:25,Eulemur albifrons,2,20,10,240,334163,8346387,-14.952182,49.457942,4,1145,1100,D,Slope,RF,Stop,Seen
SOA,29-04-11,08:32,Eulemur albifrons,2,10,12,120,333796,8346008,-14.955584,49.454506,5,1085,1825,D,Slope,RF,Jumping,Seen
SOA,01-04-11,18:59,Eulemur rubriventer,2,14,10,160,333242,8345174,-14.963087,49.449301,4,994,725,B,Slope,RF,Stop,Seen
SOA,16-04-11,11:10,Eulemur rubriventer,6,6,5,60,333703,8347684,-14.940431,49.45375,3,1143,1175,C,Slope,RF,Stop,Seen
SOA,16-04-11,19:45,Eulemur rubriventer,6,4,10,140,333612,8347531,-14.941808,49.452894,4,1112,925,C,Slope,RF,Stop,Seen
SOA,13-04-11,18:42,Microcebus rufus*,1,5,5,100,334064,8348003,-14.93757,49.457126,5,1201,1825,C,Slope,RF,Stop,Seen
SOA,13-04-11,20:04,Microcebus rufus*,1,4,7,200,333609,8347542,-14.941708,49.452867,4,1119,975,C,Slope,RF,Stop,Seen
SOA,13-04-11,18:28,Varecia variegata,4,20,8,260,334215,8348080,-14.936884,49.458535,5,1219,1975,C,Slope,RF,Stop,Seen
SOA,16-04-11,19:54,Varecia variegata,2,20,12,240,333468,8347527,-14.941835,49.451555,4,1138,750,C,Slope,RF,Stop,Seen
SOA,18-04-11,09:50,Varecia variegata,2,16,10,200,333780,8346023,-14.955448,49.454358,3,1097,1850,D,Slope,RF,Stop,Seen
SOA,18-04-11,20:04,Varecia variegata,2,16,10,40,334264,8346494,-14.951221,49.458888,4,1147,925,D,Slope,RF,Stop,Seen
SOA,26-04-11,09:18,Varecia variegata,2,22,14,240,334143,8346820,-14.948267,49.457784,5,1162,475,D,Slope,RF,Stop,Seen
SOA,26-04-11,20:55,Varecia variegata,4,22,8,280,333719,8346043,-14.955263,49.453792,4,1086,1925,D,Slope,RF,Stop,Seen
SOA,04-05-11,08:12,Varecia variegata,2,18,12,160,333743,8346035,-14.955337,49.454015,4,1067,1900,D,Slope,RF,Stop,Seen
SOA,04-05-11,08:28,Varecia variegata,4,16,8,100,333771,8346031,-14.955375,49.454275,4,1078,1850,D,Slope,RF,Stop,Seen
SOA,08-05-11,20:00,Varecia variegata,2,16,9,280,334197,8346435,-14.95175,49.458261,4,1131,1050,D,Slope,RF,Stop,Seen
2AJB,11-12-10,20:36,Cheirogaleus major,1,15,20,260,351444,8320048,-15.191276,49.617059,4,485,75,C,Stream,RF,Stop,
2AJB,11-12-10,20:40,Cheirogaleus major,1,18,25,60,351454,8320066,-15.191114,49.617153,8,485,50,C,Stream,RF,Stop,
1MGB,26-04-11,18:24,Microcebus rufus*,1,3,5,340,337568,8306204,-15.315566,49.48702,5,679,1925,M,Valley,RF,Stop,See
1MGB,02-05-11,18:27,Microcebus rufus*,1,2,2,60,337578,8306288,-15.314807,49.487119,9,681,1850,M,Valley,RF,Jumping,See
1MGB,02-05-11,18:37,Microcebus rufus*,1,3,5,340,337670,8306286,-15.314831,49.487975,7,682,1725,M,Valley,RF,Stop,See
2MGB,28-06-12,18:19,Avahi laniger,2,8,10,100,337817,8306316,-15.314569,49.489346,3,668,1600,M,Valley,RF,Stop,See
2MGB,28-06-12,18:35,Avahi laniger,1,4,3,40,338000,8306491,-15.312999,49.491062,9,624,1375,M,Valley,RF,Stop,see
2MGB,16-07-12,18:13,Avahi laniger,1,4,6,300,340163,8305304,-15.323862,49.511128,10,400,1875,R,Valley,RF,Stop,See
3AJB,26-08-11,08:56,Eulemur albifrons,5,10,7,100,351216,8320486,-15.187304,49.614963,4,416,900,C,Valley,RF,Jumping,
3AJB,12-09-11,19:07,Eulemur albifrons,2,12,7,260,352020,8320151,-15.190378,49.622426,5,566,1475,A,Valley,RF,Stop,
3AJB,04-10-11,08:45,Varecia rubra,2,10,7,20,352508,8319442,-15.196814,49.626927,6,508,1600,R,Valley,RF,Stop and stand,
4AJB,06-08-12,20:33,Avahi laniger,1,7,7,80,351356,8320049,-15.191262,49.61624,6,494,200,C,Valley,RF,Jumping,See
4AJB,27-08-12,19:21,Avahi laniger,1,5,7,320,351234,8320497,-15.187206,49.615131,4,506,900,C,Valley,RF,Stop,see
4AJB,17-09-12,18:34,Avahi laniger,1,9,7,240,352058,8320243,-15.189548,49.622785,6,586,1700,A,Valley,RF,Stop,See
4AJB,01-10-12,19:08,Avahi laniger,1,5,7,300,351299,8320537,-15.186848,49.615739,3,274,975,C,Valley,RF,Stop,See
4AJB,04-10-12,,Avahi laniger,1,4,7,240,351294,8320133,-15.190499,49.615668,5,441,325,C,Valley,RF,stop,see
4AJB,03-09-12,18:24,Microcebus rufus,1,2,7,280,352199,8320633,-15.186031,49.624121,4,641,2200,A,Valley,RF,Stop,see
4AJB,03-10-12,20:35,Microcebus rufus,1,5,7,60,351461,8320139,-15.190454,49.617223,6,453,125,C,Valley,RF,Jumping,See
SOA,29-03-11,20:42,Avahi laniger,2,16,7,300,333129,8346022,-14.955416,49.448306,5,1023,1850,B,Valley,RF,Jumping,Seen
SOA,04-04-11,20:48,Avahi laniger,1,10,7,80,333121,8345980,-14.955795,49.448229,4,986,1825,B,Valley,RF,Stop,Seen
1MGB,26-03-11,07:25,Eulemur albifrons,2,5,na,250,338823,8306546,-15.312553,49.498729,8,616,325,M,,RF,Alarm call,Call
1MGB,26-03-11,07:26,Indri indri,5,15,na,250,338823,8306546,-15.312553,49.498729,8,616,325,M,,RF,Social call,Call
1MGB,27-03-11,09:40,Indri indri,3,20,na,90,339398,8307729,-15.301898,49.504159,3,783,1075,Z,,RF,Social call,Call
1MGB,01-04-11,10:00,Indri indri,1,20,>100,90,339326,8308170,-15.297907,49.503517,7,773,1400,Z,,RF,Alarm call,Call
1MGB,01-04-11,10:30,Indri indri,3 to 4,20,>100,100,339346,8308438,-15.295486,49.503721,9,731,1650,Z,,RF,Social call,Call
1MGB,04-04-11,08:20,Indri indri,2 to 4,20,na,60,339283,8307254,-15.306183,49.503058,6,734,450,Z,,RF,Social call,Call
1MGB,04-04-11,10:00,Indri indri,4 to 5,20,na,200,339386,8308396,-15.295869,49.50409,11,743,1575,Z,,RF,Social call,Call
1MGB,15-04-11,07:44,Indri indri,na,na,>500,230,339044,8306605,-15.312034,49.500791,7,595,50,M,,RF,Social call,Call
1MGB,15-04-11,09:01,Indri indri,na,na ,>500,220,337718,8306290,-15.314798,49.488422,5,652,1675,M,,RF,Social call,Call
1MGB,15-04-11,09:02,Indri indri,na,na,>200,220,337718,8306290,-15.314798,49.488422,5,652,1675,M,,RF,Social call,Call
1MGB,15-04-11,09:05,Indri indri,2,5,30,190,337692,8306288,-15.314814,49.48818,4,646,1700,M,,RF,Alarm call,Call
1MGB,22-04-11,09:09,Indri indri,na,na,500,220,339840,8305769,-15.319639,49.50815,4,506,1100,G,,RF,Calling,Call
1MGB,03-05-11,09:11,Indri indri,na,na,>500,300,337693,8306292,-15.314778,49.48819,4,640,1725,M,,RF,Calling,Hear
1MGB,06-05-11,08:39,Indri indri,na,na,>500,180,338150,8306416,-15.313686,49.492453,8,661,1250,M,,RF,Calling,Hear
1MGB,06-05-11,09:06,Indri indri,na,na,500,200,337566,8306214,-15.315475,49.487002,6,679,1925,M,,RF,Calling,Hear
1MGB,12-05-11,09:13,Indri indri,na,na,30,20,339375,8308329,-15.296473,49.503984,9,789,1550,Z,,RF,Calling,Hear
1MGB,13-05-11,08:40,Indri indri,na,na,100,160,338695,8306587,-15.312175,49.49754,9,451,1000,M,,RF,Calling,Hear
